0,1,2
"{'id': 'HGNC:89', 'label': 'ACADM'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001315', 'label': 'Reduced tendon reflexes'}"
"{'id': 'HGNC:118', 'label': 'ACO2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001284', 'label': 'Areflexia'}"
"{'id': 'HGNC:118', 'label': 'ACO2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001265', 'label': 'Hyporeflexia'}"
"{'id': 'HGNC:119', 'label': 'ACOX1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002522', 'label': 'Areflexia of lower limbs'}"
"{'id': 'HGNC:119', 'label': 'ACOX1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0012391', 'label': 'Hyporeflexia of upper limbs'}"
"{'id': 'HGNC:129', 'label': 'ACTA1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001284', 'label': 'Areflexia'}"
"{'id': 'HP:0033202', 'label': 'Brachioradialis hyporeflexia'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0012391', 'label': 'Hyporeflexia of upper limbs'}"
"{'id': 'HP:0001265', 'label': 'Hyporeflexia'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0001315', 'label': 'Reduced tendon reflexes'}"
"{'id': 'HP:0001265', 'label': 'Hyporeflexia'}",{'label': 'biolink:subclass_of'},"{'id': 'UPHENO:0005625', 'label': 'decreased reflex'}"
"{'id': 'HP:0002600', 'label': 'Hyporeflexia of lower limbs'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0001265', 'label': 'Hyporeflexia'}"
"{'id': 'HP:0002600', 'label': 'Hyporeflexia of lower limbs'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0002814', 'label': 'Abnormality of the lower limb'}"
"{'id': 'HGNC:129', 'label': 'ACTA1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001265', 'label': 'Hyporeflexia'}"
"{'id': 'HGNC:10990', 'label': 'SLC25A4'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001265', 'label': 'Hyporeflexia'}"
"{'id': 'HGNC:535', 'label': 'ANXA11'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001265', 'label': 'Hyporeflexia'}"
"{'id': 'HGNC:644', 'label': 'AR'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001265', 'label': 'Hyporeflexia'}"
"{'id': 'HGNC:713', 'label': 'ARSA'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001265', 'label': 'Hyporeflexia'}"
"{'id': 'MONDO:0002235', 'label': 'eyelid neoplasm'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0002531', 'label': 'skin neoplasm'}"
"{'id': 'MONDO:0002235', 'label': 'eyelid neoplasm'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0005070', 'label': 'neoplasm'}"
"{'id': 'MONDO:0008097', 'label': 'linear nevus sebaceous syndrome'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0003745', 'label': 'Sporadic'}"
"{'id': 'MONDO:0008097', 'label': 'linear nevus sebaceous syndrome'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0001442', 'label': 'Typified by somatic mosaicism'}"
"{'id': 'MONDO:0003876', 'label': 'eyelid carcinoma'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0002466', 'label': 'eye carcinoma'}"
"{'id': 'MONDO:0003876', 'label': 'eyelid carcinoma'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0021313', 'label': 'eyelid cancer'}"
"{'id': 'MONDO:0003876', 'label': 'eyelid carcinoma'}",{'label': 'biolink:related_to'},"{'id': 'UBERON:0001711', 'label': 'eyelid'}"
"{'id': 'MONDO:0003876', 'label': 'eyelid carcinoma'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0002656', 'label': 'skin carcinoma'}"
"{'id': 'MONDO:0003876', 'label': 'eyelid carcinoma'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0004993', 'label': 'carcinoma'}"
"{'id': 'MONDO:0008097', 'label': 'linear nevus sebaceous syndrome'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0006499', 'label': 'hamartoma'}"
"{'id': 'MONDO:0008097', 'label': 'linear nevus sebaceous syndrome'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0019755', 'label': 'developmental defect during embryogenesis'}"
"{'id': 'MONDO:0008097', 'label': 'linear nevus sebaceous syndrome'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0100118', 'label': 'hereditary skin disorder'}"
"{'id': 'MONDO:0008097', 'label': 'linear nevus sebaceous syndrome'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0020179', 'label': 'palpebral nevus'}"
"{'id': 'MONDO:0008097', 'label': 'linear nevus sebaceous syndrome'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0100545', 'label': 'hereditary neurological disease'}"
"{'id': 'MONDO:0018892', 'label': 'Wyburn-Mason syndrome'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0003110', 'label': 'skin hemangioma'}"
"{'id': 'MONDO:0018892', 'label': 'Wyburn-Mason syndrome'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0015405', 'label': 'cerebrofacial arteriovenous metameric syndrome'}"
"{'id': 'MONDO:0018892', 'label': 'Wyburn-Mason syndrome'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0021605', 'label': 'benign eyelid neoplasm'}"
"{'id': 'MONDO:0018892', 'label': 'Wyburn-Mason syndrome'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0042983', 'label': 'neurocutaneous syndrome'}"
"{'id': 'MONDO:0018892', 'label': 'Wyburn-Mason syndrome'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0043218', 'label': 'neurovascular disorder'}"
"{'id': 'HGNC:6407', 'label': 'KRAS'}",{'label': 'biolink:causes'},"{'id': 'MONDO:0008097', 'label': 'linear nevus sebaceous syndrome'}"
"{'id': 'HGNC:5173', 'label': 'HRAS'}",{'label': 'biolink:causes'},"{'id': 'MONDO:0008097', 'label': 'linear nevus sebaceous syndrome'}"
"{'id': 'HGNC:7989', 'label': 'NRAS'}",{'label': 'biolink:causes'},"{'id': 'MONDO:0008097', 'label': 'linear nevus sebaceous syndrome'}"
"{'id': 'MONDO:0007187', 'label': 'nevoid basal cell carcinoma syndrome'}",{'label': 'biolink:related_to'},"{'id': 'MONDO:0020175', 'label': 'malignant tumor of palpebral epidermis'}"
"{'id': 'MONDO:0007566', 'label': 'multiple self-healing squamous epithelioma'}",{'label': 'biolink:related_to'},"{'id': 'MONDO:0020173', 'label': 'benign tumor of palpebral epidermis'}"
"{'id': 'MONDO:0018851', 'label': 'familial keratoacanthoma'}",{'label': 'biolink:related_to'},"{'id': 'MONDO:0020173', 'label': 'benign tumor of palpebral epidermis'}"
"{'id': 'MONDO:0020172', 'label': 'palpebral epidermal tumor'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0002235', 'label': 'eyelid neoplasm'}"
"{'id': 'MONDO:0020173', 'label': 'benign tumor of palpebral epidermis'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0020172', 'label': 'palpebral epidermal tumor'}"
"{'id': 'MONDO:0020173', 'label': 'benign tumor of palpebral epidermis'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0021605', 'label': 'benign eyelid neoplasm'}"
"{'id': 'MONDO:0020175', 'label': 'malignant tumor of palpebral epidermis'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0020172', 'label': 'palpebral epidermal tumor'}"
"{'id': 'MONDO:0020175', 'label': 'malignant tumor of palpebral epidermis'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0021313', 'label': 'eyelid cancer'}"
"{'id': 'MONDO:0020183', 'label': 'neurogenic palpebral tumor'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0002235', 'label': 'eyelid neoplasm'}"
"{'id': 'MONDO:0021313', 'label': 'eyelid cancer'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0002235', 'label': 'eyelid neoplasm'}"
"{'id': 'MONDO:0021275', 'label': 'papilloma of eyelid'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0021605', 'label': 'benign eyelid neoplasm'}"
"{'id': 'HP:0007098', 'label': 'Paroxysmal choreoathetosis'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0001266', 'label': 'Choreoathetosis'}"
"{'id': 'HP:0007326', 'label': 'Progressive choreoathetosis'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0001266', 'label': 'Choreoathetosis'}"
"{'id': 'HP:0001266', 'label': 'Choreoathetosis'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0002305', 'label': 'Athetosis'}"
"{'id': 'HP:0001266', 'label': 'Choreoathetosis'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0002072', 'label': 'Chorea'}"
"{'id': 'HP:0002072', 'label': 'Chorea'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0004305', 'label': 'Involuntary movements'}"
"{'id': 'HGNC:20', 'label': 'AARS1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002072', 'label': 'Chorea'}"
"{'id': 'HGNC:94', 'label': 'ACAT2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002072', 'label': 'Chorea'}"
"{'id': 'HGNC:124', 'label': 'ACP5'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002072', 'label': 'Chorea'}"
"{'id': 'HGNC:225', 'label': 'ADAR'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001266', 'label': 'Choreoathetosis'}"
"{'id': 'HGNC:236', 'label': 'ADCY5'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001266', 'label': 'Choreoathetosis'}"
"{'id': 'HGNC:236', 'label': 'ADCY5'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002072', 'label': 'Chorea'}"
"{'id': 'HGNC:795', 'label': 'ATM'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001266', 'label': 'Choreoathetosis'}"
"{'id': 'HGNC:713', 'label': 'ARSA'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002072', 'label': 'Chorea'}"
"{'id': 'HGNC:7461', 'label': 'MT-ND5'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002072', 'label': 'Chorea'}"
"{'id': 'HGNC:7526', 'label': 'MMUT'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001266', 'label': 'Choreoathetosis'}"
"{'id': 'HGNC:7501', 'label': 'MT-TW'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002072', 'label': 'Chorea'}"
"{'id': 'HGNC:7526', 'label': 'MMUT'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002072', 'label': 'Chorea'}"
"{'id': 'HGNC:3999', 'label': 'FTL'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001266', 'label': 'Choreoathetosis'}"
"{'id': 'HGNC:3999', 'label': 'FTL'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002072', 'label': 'Chorea'}"
"{'id': 'HGNC:4010', 'label': 'FUS'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002072', 'label': 'Chorea'}"
"{'id': 'HGNC:3951', 'label': 'FXN'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002072', 'label': 'Chorea'}"
"{'id': 'CHEBI:16389', 'label': 'ubiquinones'}",{'label': 'biolink:subclass_of'},"{'id': 'CHEBI:132124', 'label': '1,4-benzoquinones'}"
"{'id': 'CHEBI:16389', 'label': 'ubiquinones'}",{'label': 'biolink:subclass_of'},"{'id': 'CHEBI:26255', 'label': 'prenylquinone'}"
"{'id': 'CHEBI:16389', 'label': 'ubiquinones'}",{'label': 'biolink:related_to'},"{'id': 'CHEBI:46691', 'label': '2,3-dihydroxy-5-methyl-1,4-benzoquinone'}"
"{'id': 'HP:0007301', 'label': 'Oromotor apraxia'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0002186', 'label': 'Apraxia'}"
"{'id': 'HP:0011098', 'label': 'Speech apraxia'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0002186', 'label': 'Apraxia'}"
"{'id': 'HP:0030217', 'label': 'Limb apraxia'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0002186', 'label': 'Apraxia'}"
"{'id': 'HP:0032588', 'label': 'Hand apraxia'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0002186', 'label': 'Apraxia'}"
"{'id': 'HP:0000658', 'label': 'Eyelid apraxia'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0002186', 'label': 'Apraxia'}"
"{'id': 'HP:0000658', 'label': 'Eyelid apraxia'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0031879', 'label': 'Abnormal eyelid physiology'}"
"{'id': 'HP:0000658', 'label': 'Eyelid apraxia'}",{'label': 'biolink:subclass_of'},"{'id': 'UPHENO:0086129', 'label': 'non-functional eyelid'}"
"{'id': 'HP:0002186', 'label': 'Apraxia'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0011442', 'label': 'Abnormal central motor function'}"
"{'id': 'HP:0002186', 'label': 'Apraxia'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0011446', 'label': 'Abnormality of mental function'}"
"{'id': 'HGNC:61', 'label': 'ABCD1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002186', 'label': 'Apraxia'}"
"{'id': 'HGNC:613', 'label': 'APOE'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002186', 'label': 'Apraxia'}"
"{'id': 'HGNC:620', 'label': 'APP'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002186', 'label': 'Apraxia'}"
"{'id': 'HGNC:4010', 'label': 'FUS'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002186', 'label': 'Apraxia'}"
"{'id': 'HGNC:4118', 'label': 'GALK1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0011098', 'label': 'Speech apraxia'}"
"{'id': 'HGNC:4135', 'label': 'GALT'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0011098', 'label': 'Speech apraxia'}"
"{'id': 'HGNC:4165', 'label': 'GAS1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0007301', 'label': 'Oromotor apraxia'}"
"{'id': 'HGNC:4195', 'label': 'GCK'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002186', 'label': 'Apraxia'}"
"{'id': 'HGNC:4318', 'label': 'GLI2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0007301', 'label': 'Oromotor apraxia'}"
"{'id': 'MONDO:0044332', 'label': 'childhood-onset benign chorea with striatal involvement'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0005395', 'label': 'movement disorder'}"
"{'id': 'MONDO:0044332', 'label': 'childhood-onset benign chorea with striatal involvement'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0015548', 'label': 'Huntington disease-like syndrome'}"
"{'id': 'MONDO:0044332', 'label': 'childhood-onset benign chorea with striatal involvement'}",{'label': 'biolink:related_to'},"{'id': 'MONDO:0021136', 'label': 'rare'}"
"{'id': 'MONDO:0044332', 'label': 'childhood-onset benign chorea with striatal involvement'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0031206', 'label': 'Striatal T2 hyperintensity'}"
"{'id': 'MONDO:0044332', 'label': 'childhood-onset benign chorea with striatal involvement'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000726', 'label': 'Dementia'}"
"{'id': 'MONDO:0044332', 'label': 'childhood-onset benign chorea with striatal involvement'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002194', 'label': 'Delayed gross motor development'}"
"{'id': 'MONDO:0044332', 'label': 'childhood-onset benign chorea with striatal involvement'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000739', 'label': 'Anxiety'}"
"{'id': 'MONDO:0044332', 'label': 'childhood-onset benign chorea with striatal involvement'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002072', 'label': 'Chorea'}"
"{'id': 'MONDO:0044332', 'label': 'childhood-onset benign chorea with striatal involvement'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0010994', 'label': 'Abnormal corpus striatum morphology'}"
"{'id': 'MONDO:0044332', 'label': 'childhood-onset benign chorea with striatal involvement'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002548', 'label': 'Parkinsonism with favorable response to dopaminergic medication'}"
"{'id': 'HGNC:163', 'label': 'ACTN1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:12672', 'label': 'VDAC2'}"
"{'id': 'HGNC:163', 'label': 'ACTN1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:18955', 'label': 'SYNJ2BP'}"
"{'id': 'HGNC:163', 'label': 'ACTN1'}",{'label': 'biolink:interacts_with'},"{'id': 'MGI:1351342', 'label': 'Grm5'}"
"{'id': 'HGNC:163', 'label': 'ACTN1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:4597', 'label': 'GRM5'}"
"{'id': 'HGNC:163', 'label': 'ACTN1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:5348', 'label': 'ICAM5'}"
"{'id': 'HGNC:163', 'label': 'ACTN1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}"
"{'id': 'HGNC:163', 'label': 'ACTN1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0032438', 'label': 'Platelet anisocytosis'}"
"{'id': 'HGNC:163', 'label': 'ACTN1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0031126', 'label': 'Impaired clot retraction'}"
"{'id': 'HGNC:163', 'label': 'ACTN1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0011877', 'label': 'Increased mean platelet volume'}"
"{'id': 'HGNC:163', 'label': 'ACTN1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000421', 'label': 'Epistaxis'}"
"{'id': 'HGNC:163', 'label': 'ACTN1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001873', 'label': 'Thrombocytopenia'}"
"{'id': 'HGNC:163', 'label': 'ACTN1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0004866', 'label': 'Impaired ADP-induced platelet aggregation'}"
"{'id': 'HGNC:163', 'label': 'ACTN1'}",{'label': 'biolink:actively_involved_in'},"{'id': 'GO:0070527', 'label': 'platelet aggregation'}"
"{'id': 'HGNC:163', 'label': 'ACTN1'}",{'label': 'biolink:colocalizes_with'},"{'id': 'GO:0005884', 'label': 'actin filament'}"
"{'id': 'HGNC:163', 'label': 'ACTN1'}",{'label': 'biolink:enables'},"{'id': 'GO:0005178', 'label': 'integrin binding'}"
"{'id': 'HGNC:163', 'label': 'ACTN1'}",{'label': 'biolink:enables'},"{'id': 'GO:0005509', 'label': 'calcium ion binding'}"
"{'id': 'HGNC:16803', 'label': 'UBE3C'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:163', 'label': 'ACTN1'}"
"{'id': 'HGNC:29608', 'label': 'MTDH'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:163', 'label': 'ACTN1'}"
"{'id': 'HGNC:329', 'label': 'AGRN'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:163', 'label': 'ACTN1'}"
"{'id': 'HGNC:7106', 'label': 'ATXN3'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:163', 'label': 'ACTN1'}"
"{'id': 'HGNC:24374', 'label': 'CYB5B'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:163', 'label': 'ACTN1'}"
"{'id': 'HGNC:18001', 'label': 'TOMM40'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:163', 'label': 'ACTN1'}"
"{'id': 'HGNC:587', 'label': 'APEX1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:163', 'label': 'ACTN1'}"
"{'id': 'HGNC:4617', 'label': 'GSK3B'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:163', 'label': 'ACTN1'}"
"{'id': 'HGNC:12618', 'label': 'USP2'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:163', 'label': 'ACTN1'}"
"{'id': 'HGNC:622', 'label': 'APPBP2'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:163', 'label': 'ACTN1'}"
"{'id': 'HGNC:3578', 'label': 'FAF1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:163', 'label': 'ACTN1'}"
"{'id': 'HGNC:2888', 'label': 'DISC1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:163', 'label': 'ACTN1'}"
"{'id': 'HGNC:12612', 'label': 'USP14'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:163', 'label': 'ACTN1'}"
"{'id': 'HGNC:11076', 'label': 'NHERF2'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:163', 'label': 'ACTN1'}"
"{'id': 'HGNC:7463', 'label': 'MTNR1A'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:163', 'label': 'ACTN1'}"
"{'id': 'HGNC:7464', 'label': 'MTNR1B'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:163', 'label': 'ACTN1'}"
"{'id': 'HGNC:427', 'label': 'ALK'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002653', 'label': 'Bone pain'}"
"{'id': 'HGNC:427', 'label': 'ALK'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0025435', 'label': 'Increased circulating lactate dehydrogenase concentration'}"
"{'id': 'HGNC:427', 'label': 'ALK'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001482', 'label': 'Subcutaneous nodule'}"
"{'id': 'HGNC:427', 'label': 'ALK'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002756', 'label': 'Pathologic fracture'}"
"{'id': 'HGNC:427', 'label': 'ALK'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002716', 'label': 'Lymphadenopathy'}"
"{'id': 'HGNC:427', 'label': 'ALK'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002028', 'label': 'Chronic diarrhea'}"
"{'id': 'HGNC:427', 'label': 'ALK'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0003334', 'label': 'Elevated circulating catecholamine level'}"
"{'id': 'HGNC:427', 'label': 'ALK'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002176', 'label': 'Spinal cord compression'}"
"{'id': 'HGNC:427', 'label': 'ALK'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002277', 'label': 'Horner syndrome'}"
"{'id': 'HGNC:427', 'label': 'ALK'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0011976', 'label': 'Elevated urinary catecholamine level'}"
"{'id': 'HGNC:427', 'label': 'ALK'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0011977', 'label': 'Elevated urinary homovanillic acid'}"
"{'id': 'HGNC:427', 'label': 'ALK'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001017', 'label': 'Anemic pallor'}"
"{'id': 'HGNC:427', 'label': 'ALK'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001945', 'label': 'Fever'}"
"{'id': 'HGNC:427', 'label': 'ALK'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001928', 'label': 'Abnormality of coagulation'}"
"{'id': 'HGNC:427', 'label': 'ALK'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001903', 'label': 'Anemia'}"
"{'id': 'HGNC:427', 'label': 'ALK'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0031955', 'label': 'Antalgic gait'}"
"{'id': 'HGNC:427', 'label': 'ALK'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0003006', 'label': 'Neuroblastoma'}"
"{'id': 'HGNC:24731', 'label': 'NHLRC2'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:427', 'label': 'ALK'}"
"{'id': 'HGNC:6972', 'label': 'MDK'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:427', 'label': 'ALK'}"
"{'id': 'HGNC:9644', 'label': 'PTPN11'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:427', 'label': 'ALK'}"
"{'id': 'HGNC:12012', 'label': 'TPM3'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:427', 'label': 'ALK'}"
"{'id': 'HGNC:6190', 'label': 'JAK1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:427', 'label': 'ALK'}"
"{'id': 'HGNC:3430', 'label': 'ERBB2'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:427', 'label': 'ALK'}"
"{'id': 'HGNC:172', 'label': 'ACVR1B'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:427', 'label': 'ALK'}"
"{'id': 'HGNC:16971', 'label': 'FRS2'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:427', 'label': 'ALK'}"
"{'id': 'HGNC:3778', 'label': 'FN1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:427', 'label': 'ALK'}"
"{'id': 'HGNC:2711', 'label': 'DCTN1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:427', 'label': 'ALK'}"
"{'id': 'HGNC:7989', 'label': 'NRAS'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:427', 'label': 'ALK'}"
"{'id': 'HGNC:9588', 'label': 'PTEN'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:427', 'label': 'ALK'}"
"{'id': 'HGNC:1078', 'label': 'BMPR2'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:427', 'label': 'ALK'}"
"{'id': 'HGNC:8977', 'label': 'PIK3CD'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:427', 'label': 'ALK'}"
"{'id': 'HGNC:9388', 'label': 'PRKAR1A'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:427', 'label': 'ALK'}"
"{'id': 'HGNC:17052', 'label': 'SEC31A'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:427', 'label': 'ALK'}"
"{'id': 'HGNC:27683', 'label': 'ALKAL2'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:427', 'label': 'ALK'}"
"{'id': 'HGNC:6387', 'label': 'KLC1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:427', 'label': 'ALK'}"
"{'id': 'HGNC:8979', 'label': 'PIK3R1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:427', 'label': 'ALK'}"
"{'id': 'HGNC:4651', 'label': 'GTF2E2'}",{'label': 'biolink:expressed_in'},"{'id': 'UBERON:0018303', 'label': 'adrenal tissue'}"
"{'id': 'HGNC:4651', 'label': 'GTF2E2'}",{'label': 'biolink:expressed_in'},"{'id': 'UBERON:0004533', 'label': 'left testis'}"
"{'id': 'HGNC:4651', 'label': 'GTF2E2'}",{'label': 'biolink:expressed_in'},"{'id': 'UBERON:0003701', 'label': 'calcaneal tendon'}"
"{'id': 'HGNC:4651', 'label': 'GTF2E2'}",{'label': 'biolink:expressed_in'},"{'id': 'CL:0000019', 'label': 'sperm'}"
"{'id': 'HGNC:4651', 'label': 'GTF2E2'}",{'label': 'biolink:expressed_in'},"{'id': 'UBERON:0005343', 'label': 'cortical plate'}"
"{'id': 'HGNC:4651', 'label': 'GTF2E2'}",{'label': 'biolink:expressed_in'},"{'id': 'UBERON:0004534', 'label': 'right testis'}"
